profile_name;group_size;friend_count;friends_target;friends_miss;active_period;active_period_month;posts_per_month;used_grp_key_cnt;grp_memberships;size_keys_file_kb
silverleopard999;14;250;250;0;11 years 4 month 23 days;136;3.676470588235294;80;0 20 20 20 20 20 20 20 20 20 20 20 20 10;545
brownelephant673;16;287;287;0;14 years 1 month 28 days;169;2.9585798816568047;101;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 7;701
bigrabbit296;21;278;278;0;7 years 2 month 19 days;86;5.813953488372093;86;0 0 0 20 20 20 16 20 20 20 20 20 20 7 20 20 20 20 20 20 13;468
ticklishpanda171;20;364;364;0;12 years 3 month 4 days;147;3.401360544217687;110;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 4;821
silverfish795;15;270;270;0;10 years 3 month 12 days;123;4.065040650406504;86;0 20 20 20 20 20 20 20 20 20 20 20 20 20 10;584
brownmeercat625;19;326;326;0;10 years 1 month 21 days;121;4.132231404958677;108;0 0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 6;673
greenduck442;16;193;193;0;9 years 8 month 8 days;116;4.310344827586207;85;0 0 0 20 20 7 20 20 20 20 18 20 20 20 20 9;400
silverfrog589;27;270;270;0;7 years 0 month 8 days;84;5.9523809523809526;100;0 0 0 0 20 15 20 20 20 20 20 20 16 20 20 20 20 20 20 11 20 20 20 20 20 20 16;570
crazyswan571;22;259;259;0;12 years 10 month 11 days;154;3.2467532467532467;145;0 0 0 20 20 20 20 2 20 20 20 20 20 20 2 20 20 20 20 20 20 1;748
silverostrich731;28;368;368;0;8 years 7 month 11 days;103;4.854368932038835;113;0 0 0 20 20 20 20 6 20 20 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 20 20 9;692
smallgoose773;23;297;297;0;14 years 1 month 13 days;169;2.9585798816568047;156;0 0 0 20 20 20 3 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 5;864
beautifulelephant110;30;297;297;0;15 years 10 month 25 days;190;2.6315789473684212;234;0 0 0 0 20 20 9 20 20 20 20 20 20 19 20 20 20 20 20 20 20 1 20 20 20 20 20 20 20 7;1348
brownladybug286;18;315;315;0;16 years 2 month 19 days;194;2.577319587628866;161;0 0 20 20 20 20 20 20 20 15 20 20 20 20 20 20 20 20;932
beautifulbird300;26;358;358;0;10 years 9 month 18 days;129;3.875968992248062;135;0 0 0 20 20 20 20 11 20 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 20 18;834
silverbutterfly518;25;333;333;0;10 years 8 month 11 days;128;3.90625;138;0 0 0 20 20 20 20 20 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 20 3;845
smallzebra445;17;315;315;0;9 years 11 month 4 days;119;4.201680672268908;90;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 15;636
yellowswan173;35;359;359;0;11 years 10 month 21 days;142;3.5211267605633805;202;0 0 0 0 20 20 1 20 20 20 20 20 20 20 20 19 20 20 20 20 20 20 20 20 14 20 20 20 20 20 20 20 20 20 3;1196
redpanda888;27;383;383;0;7 years 0 month 29 days;84;5.9523809523809526;98;0 0 0 20 20 20 20 19 20 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 20 20 16;598
happybutterfly803;18;310;310;0;7 years 9 month 17 days;93;5.376344086021505;80;0 0 20 20 20 20 20 20 13 20 20 20 20 20 20 20 20 17;493
lazyrabbit480;21;360;360;0;10 years 10 month 13 days;130;3.8461538461538463;113;0 0 20 20 20 20 20 20 20 20 20 11 20 20 20 20 20 20 20 20 9;692
brownfrog642;26;354;354;0;13 years 7 month 12 days;163;3.067484662576687;177;0 0 0 20 20 20 20 20 20 20 20 20 20 20 20 14 20 20 20 20 20 20 20 20 20 10;1010
goldenrabbit220;19;330;330;0;9 years 11 month 1 days;119;4.201680672268908;101;0 0 20 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 14;654
smallrabbit638;19;344;344;0;9 years 0 month 6 days;108;4.62962962962963;72;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 4;532
happyleopard463;18;302;302;0;10 years 4 month 2 days;124;4.032258064516129;102;0 0 20 20 20 20 20 20 20 14 20 20 20 20 20 20 20 8;605
purplefish368;18;339;339;0;10 years 2 month 2 days;122;4.098360655737705;94;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 19;684
brownleopard517;20;345;345;0;14 years 3 month 24 days;171;2.9239766081871346;135;0 0 20 20 20 20 20 20 20 20 8 20 20 20 20 20 20 20 20 17;824
bigostrich509;17;289;289;0;10 years 1 month 17 days;121;4.132231404958677;105;0 0 20 20 20 20 20 20 14 20 20 20 20 20 20 20 15;627
organiczebra174;29;389;389;0;11 years 0 month 25 days;132;3.787878787878788;147;0 0 0 20 20 20 20 20 4 20 20 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 20 20 16;912
goldencat941;19;320;320;0;9 years 2 month 8 days;110;4.545454545454546;81;0 0 20 20 20 20 20 20 20 20 2 20 20 20 20 20 20 20 18;482
beautifulcat431;15;267;267;0;10 years 4 month 0 days;124;4.032258064516129;84;0 20 20 20 20 20 20 20 20 20 20 20 20 20 7;567
beautifulelephant759;16;258;258;0;10 years 11 month 4 days;131;3.816793893129771;102;0 0 20 20 20 20 20 20 1 20 20 20 20 20 20 17;603
redcat606;20;346;346;0;12 years 8 month 13 days;152;3.289473684210526;121;0 0 20 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 20 20;728
lazybutterfly303;26;332;332;0;9 years 2 month 24 days;110;4.545454545454546;114;0 0 0 20 20 20 20 2 20 20 20 20 20 20 20 20 5 20 20 20 20 20 20 20 20 6;667
yellowsnake768;18;231;231;0;9 years 7 month 11 days;115;4.3478260869565215;90;0 0 0 20 20 10 20 20 20 20 20 17 20 20 20 20 20 17;464
lazyzebra850;17;293;293;0;13 years 9 month 28 days;165;3.0303030303030303;115;0 0 20 20 20 20 20 20 20 18 20 20 20 20 20 20 15;668
angryrabbit476;15;262;262;0;10 years 1 month 9 days;121;4.132231404958677;83;0 20 20 20 20 20 20 20 20 20 20 20 20 20 2;559
tinyelephant452;12;213;213;0;10 years 2 month 25 days;122;4.098360655737705;76;0 20 20 20 20 20 20 20 20 20 20 13;489
bigfish749;26;344;344;0;10 years 9 month 16 days;129;3.875968992248062;162;0 0 0 20 20 20 20 11 20 20 20 20 20 20 20 20 2 20 20 20 20 20 20 20 20 15;910
purpleswan125;18;287;287;0;9 years 6 month 9 days;114;4.385964912280702;84;0 0 20 20 20 20 20 20 20 20 3 20 20 20 20 20 20 4;480
brownfrog655;16;285;285;0;11 years 4 month 15 days;136;3.676470588235294;89;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 5;606
goldenladybug208;18;301;301;0;11 years 10 month 19 days;142;3.5211267605633805;109;0 0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 1;651
angrytiger938;14;259;259;0;11 years 5 month 2 days;137;3.6496350364963503;88;0 20 20 20 20 20 20 20 20 20 20 20 20 19;594
crazyleopard442;19;240;240;0;6 years 10 month 27 days;82;6.097560975609756;83;0 0 0 20 20 14 20 20 20 20 20 18 20 20 20 20 20 20 5;462
happymeercat267;17;317;317;0;7 years 8 month 13 days;92;5.434782608695652;58;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 17;432
heavykoala355;14;256;256;0;9 years 3 month 28 days;111;4.504504504504505;64;0 20 20 20 20 20 20 20 20 20 20 20 20 16;434
yellowwolf997;22;373;373;0;10 years 9 month 11 days;129;3.875968992248062;119;0 0 20 20 20 20 20 20 20 20 20 7 20 20 20 20 20 20 20 20 20 6;761
bigzebra105;18;229;229;0;13 years 7 month 24 days;163;3.067484662576687;140;0 0 0 20 20 20 4 20 20 20 20 19 20 20 20 20 20 11;677
blacksnake271;34;343;343;0;13 years 6 month 27 days;162;3.0864197530864197;202;0 0 0 0 20 20 13 20 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 20 4 20 20 20 20 20 20 20 20 2;1139
smallgoose539;19;329;329;0;8 years 10 month 19 days;106;4.716981132075472;77;0 0 20 20 20 20 20 20 20 20 14 20 20 20 20 20 20 20 15;485
blackpeacock352;16;284;284;0;10 years 2 month 14 days;122;4.098360655737705;87;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 4;605
yellowleopard480;20;244;244;0;10 years 4 month 2 days;124;4.032258064516129;130;0 0 0 20 20 3 20 20 20 20 20 20 13 20 20 20 20 20 20 11;677
sadfish943;21;254;254;0;10 years 1 month 29 days;121;4.132231404958677;133;0 0 0 20 20 20 3 20 20 20 20 20 20 1 20 20 20 20 20 20 11;695
whitecat668;26;346;346;0;9 years 9 month 20 days;117;4.273504273504273;149;0 0 0 20 20 20 20 2 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 9;848
ticklishsnake403;25;334;334;0;9 years 9 month 16 days;117;4.273504273504273;110;0 0 0 20 20 20 9 20 20 20 20 20 20 20 20 19 20 20 20 20 20 20 20 20 14;639
tinytiger106;19;334;334;0;11 years 8 month 10 days;140;3.5714285714285716;110;0 0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 14;666
redfrog287;14;230;230;0;11 years 5 month 14 days;137;3.6496350364963503;99;0 0 20 20 20 20 20 10 20 20 20 20 20 20;533
lazypanda598;17;305;305;0;12 years 4 month 3 days;148;3.3783783783783785;101;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 5;692
bluerabbit283;33;308;308;0;12 years 0 month 29 days;144;3.4722222222222223;208;0 0 0 0 20 20 1 20 20 20 20 20 20 20 20 1 20 20 20 20 20 20 20 20 1 20 20 20 20 20 20 20 11;1157
smalldog393;31;309;309;0;9 years 0 month 18 days;108;4.62962962962963;149;0 0 0 0 20 20 4 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 16;823
sadbear210;21;266;266;0;12 years 0 month 13 days;144;3.4722222222222223;139;0 0 0 20 20 20 2 20 20 20 20 20 20 19 20 20 20 20 20 20 1;715
lazyzebra382;27;383;383;0;11 years 11 month 18 days;143;3.4965034965034967;157;0 0 0 20 20 20 20 19 20 20 20 20 20 20 20 20 12 20 20 20 20 20 20 20 20 20 7;929
goldenswan248;33;352;352;0;11 years 0 month 23 days;132;3.787878787878788;192;0 0 0 0 20 20 10 20 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 16;1117
whitedog891;25;328;328;0;12 years 10 month 25 days;154;3.2467532467532467;141;0 0 0 20 20 20 20 4 20 20 20 20 20 20 20 20 10 20 20 20 20 20 20 20 15;805
sadostrich196;18;314;314;0;9 years 3 month 27 days;111;4.504504504504505;77;0 0 20 20 20 20 20 20 20 14 20 20 20 20 20 20 20 20;458
sadduck885;19;314;314;0;8 years 10 month 7 days;106;4.716981132075472;85;0 0 20 20 20 20 20 20 20 20 1 20 20 20 20 20 20 20 13;502
ticklishpanda264;15;235;235;0;9 years 9 month 4 days;117;4.273504273504273;90;0 0 20 20 20 20 20 20 9 20 20 20 20 20 6;505
greenfrog100;29;292;292;0;9 years 6 month 1 days;114;4.385964912280702;133;0 0 0 0 20 17 20 20 20 20 20 20 19 20 20 20 20 20 20 20 12 20 20 20 20 20 20 20 3;736
tinywolf306;21;267;267;0;14 years 8 month 28 days;176;2.840909090909091;145;0 0 0 20 20 20 13 20 20 20 20 20 20 2 20 20 20 20 20 20 9;760
happycat914;11;169;169;0;11 years 6 month 21 days;138;3.6231884057971016;84;0 0 20 20 20 20 9 20 20 20 20;423
bluegorilla150;22;275;275;0;9 years 6 month 11 days;114;4.385964912280702;115;0 0 0 20 20 20 4 20 20 20 20 20 20 19 20 20 20 20 20 20 20 5;622
purpleswan723;18;305;305;0;8 years 10 month 7 days;106;4.716981132075472;74;0 0 20 20 20 20 20 20 20 8 20 20 20 20 20 20 20 17;460
yellowmouse201;22;287;287;0;12 years 7 month 8 days;151;3.3112582781456954;138;0 0 0 20 20 20 6 20 20 20 20 20 20 19 20 20 20 20 20 20 20 5;753
silverpeacock855;35;369;369;0;8 years 6 month 23 days;102;4.901960784313726;142;0 0 0 0 20 20 10 20 20 20 20 20 20 20 20 15 20 20 20 20 20 20 20 20 20 7 20 20 20 20 20 20 20 20 20;867
sadtiger993;21;352;352;0;10 years 5 month 25 days;125;4.0;114;0 0 20 20 20 20 20 20 20 20 8 20 20 20 20 20 20 20 20 20 4;672
bigkoala312;17;273;273;0;11 years 8 month 29 days;140;3.5714285714285716;106;0 0 20 20 20 20 20 20 20 6 20 20 20 20 20 20 7;583
purplekoala461;17;290;290;0;15 years 3 month 26 days;183;2.73224043715847;137;0 0 20 20 20 20 20 20 10 20 20 20 20 20 20 20 20;816
bigelephant742;15;240;240;0;12 years 0 month 13 days;144;3.4722222222222223;102;0 0 20 20 20 20 20 20 3 20 20 20 20 20 17;573
organicswan790;14;253;253;0;10 years 4 month 18 days;124;4.032258064516129;84;0 20 20 20 20 20 20 20 20 20 20 20 20 13;559
goldenbear191;18;336;336;0;10 years 9 month 25 days;129;3.875968992248062;95;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 16;688
silverpanda556;27;258;258;0;10 years 2 month 25 days;122;4.098360655737705;150;0 0 0 0 20 6 20 20 20 20 20 20 18 20 20 20 20 20 20 18 20 20 20 20 20 20 5;827
ticklishpeacock142;13;225;225;0;12 years 4 month 17 days;148;3.3783783783783785;86;0 20 20 20 20 20 20 20 20 20 20 20 5;569
greencat944;18;202;202;0;9 years 5 month 4 days;113;4.424778761061947;102;0 0 0 20 20 6 20 20 20 20 20 4 20 20 20 20 20 4;479
angrydog727;19;351;351;0;9 years 5 month 26 days;113;4.424778761061947;72;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 11;526
organicfish940;29;287;287;0;12 years 6 month 17 days;150;3.3333333333333335;190;0 0 0 0 20 20 1 20 20 20 20 20 20 10 20 20 20 20 20 20 20 7 20 20 20 20 20 20 13;1029
redfrog630;22;289;289;0;11 years 10 month 2 days;142;3.5211267605633805;135;0 0 0 20 20 20 7 20 20 20 20 20 20 20 14 20 20 20 20 20 20 20;730
organicfrog533;20;343;343;0;10 years 7 month 16 days;127;3.937007874015748;113;0 0 20 20 20 20 20 20 20 20 12 20 20 20 20 20 20 20 20 11;697
yellowswan416;26;352;352;0;7 years 6 month 22 days;90;5.555555555555555;119;0 0 0 20 20 20 20 9 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 12;700
greengoose146;32;302;302;0;11 years 3 month 1 days;135;3.7037037037037037;183;0 0 0 0 20 20 3 20 20 20 20 20 20 20 2 20 20 20 20 20 20 20 20 5 20 20 20 20 20 20 20 10;1028
purplesnake607;26;343;343;0;8 years 0 month 16 days;96;5.208333333333333;113;0 0 0 20 20 20 20 20 20 20 20 20 20 20 20 12 20 20 20 20 20 20 20 20 20 14;658
purpleladybug416;20;329;329;0;9 years 8 month 6 days;116;4.310344827586207;86;0 0 20 20 20 20 20 20 20 20 4 20 20 20 20 20 20 20 20 5;531
tinytiger429;35;351;351;0;8 years 3 month 5 days;99;5.05050505050505;132;0 0 0 0 20 20 1 20 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 20 20 9 20 20 20 20 20 20 20 20 17;800
smallladybug767;22;287;287;0;10 years 2 month 14 days;122;4.098360655737705;131;0 0 0 20 20 20 5 20 20 20 20 20 20 15 20 20 20 20 20 20 20 14;730
beautifulbutterfly800;29;392;392;0;10 years 6 month 25 days;126;3.9682539682539684;154;0 0 0 20 20 20 20 6 20 20 20 20 20 20 20 20 20 10 20 20 20 20 20 20 20 20 20 20 3;980
greenpeacock722;26;342;342;0;9 years 6 month 15 days;114;4.385964912280702;105;0 0 0 20 20 20 20 6 20 20 20 20 20 20 20 20 10 20 20 20 20 20 20 20 20 6;617
redswan745;23;299;299;0;10 years 6 month 20 days;126;3.9682539682539684;144;0 0 0 20 20 20 11 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 13;803
tinymeercat969;21;262;262;0;11 years 11 month 13 days;143;3.4965034965034967;146;0 0 0 20 20 20 1 20 20 20 20 20 20 19 20 20 20 20 20 20 9;780
goldengoose400;23;278;278;0;11 years 4 month 21 days;136;3.676470588235294;144;0 0 0 20 20 20 4 20 20 20 20 20 20 20 13 20 20 20 20 20 20 20 2;778
brownfish248;26;328;328;0;6 years 6 month 15 days;78;6.410256410256411;98;0 0 0 20 20 20 20 3 20 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 20 2;570
yellowrabbit955;21;273;273;0;15 years 6 month 22 days;186;2.6881720430107525;180;0 0 0 20 20 20 12 20 20 20 20 20 20 14 20 20 20 20 20 20 18;968
ticklishbear218;21;365;365;0;11 years 1 month 11 days;133;3.7593984962406015;112;0 0 20 20 20 20 20 20 20 20 15 20 20 20 20 20 20 20 20 20 10;697
tinybear115;14;218;218;0;10 years 7 month 27 days;127;3.937007874015748;100;0 0 20 20 20 20 20 2 20 20 20 20 20 16;510
yellowkoala598;18;221;221;0;10 years 4 month 18 days;124;4.032258064516129;132;0 0 0 20 20 12 20 20 20 20 20 18 20 20 20 20 20 20;691
orangedog956;21;381;381;0;9 years 1 month 14 days;109;4.587155963302752;78;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 1;583
tinykoala362;25;335;335;0;11 years 8 month 11 days;140;3.5714285714285716;142;0 0 0 20 20 20 20 5 20 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 13;819
lazycat769;22;390;390;0;11 years 3 month 28 days;135;3.7037037037037037;118;0 0 20 20 20 20 20 20 20 20 20 13 20 20 20 20 20 20 20 20 20 17;732
brownrabbit354;21;364;364;0;10 years 4 month 21 days;124;4.032258064516129;121;0 0 20 20 20 20 20 20 20 20 19 20 20 20 20 20 20 20 20 20 5;730
happykoala606;22;284;284;0;12 years 4 month 2 days;148;3.3783783783783785;146;0 0 0 20 20 18 20 20 20 20 20 20 20 10 20 20 20 20 20 20 20 6;766
orangeelephant983;16;262;262;0;11 years 2 month 7 days;134;3.7313432835820897;108;0 0 20 20 20 20 20 20 20 20 20 20 20 20 20 2;624
bluelion542;17;275;275;0;11 years 8 month 23 days;140;3.5714285714285716;108;0 0 20 20 20 20 20 20 20 12 20 20 20 20 20 20 3;596
angrykoala325;18;321;321;0;9 years 6 month 0 days;114;4.385964912280702;72;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 1;516
lazygoose629;29;277;277;0;8 years 0 month 27 days;96;5.208333333333333;107;0 0 0 0 20 11 20 20 20 20 20 20 20 4 20 20 20 20 20 20 17 20 20 20 20 20 20 20 6;590
crazyladybug573;28;284;284;0;9 years 9 month 3 days;117;4.273504273504273;143;0 0 0 0 20 20 9 20 20 20 20 20 20 15 20 20 20 20 20 20 11 20 20 20 20 20 20 20;798
ticklishfish570;18;322;322;0;18 years 4 month 7 days;220;2.272727272727273;147;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 2;1039
tinytiger169;21;268;268;0;12 years 10 month 6 days;154;3.2467532467532467;140;0 0 0 20 20 20 10 20 20 20 20 20 20 4 20 20 20 20 20 20 17;742
happycat537;18;197;197;0;12 years 5 month 24 days;149;3.3557046979865772;135;0 0 0 20 20 6 20 20 20 20 20 4 20 20 20 20 20 2;627
goldenduck142;28;385;385;0;12 years 5 month 6 days;149;3.3557046979865772;150;0 0 0 20 20 20 20 20 20 5 20 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 20 8;903
blacklion407;28;369;369;0;12 years 1 month 11 days;145;3.4482758620689653;161;0 0 0 20 20 20 20 12 20 20 20 20 20 20 20 20 20 7 20 20 20 20 20 20 20 20 20 4;937
silverpeacock110;23;288;288;0;10 years 10 month 10 days;130;3.8461538461538463;137;0 0 0 20 20 20 6 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 5;776
bigfrog447;20;267;267;0;14 years 6 month 4 days;174;2.8735632183908044;134;0 0 0 20 20 18 20 20 20 20 20 20 20 20 20 20 20 20 20 11;703
sadostrich554;16;291;291;0;10 years 1 month 0 days;121;4.132231404958677;88;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 11;611
tinyduck736;14;245;245;0;12 years 3 month 8 days;147;3.401360544217687;87;0 20 20 20 20 20 20 20 20 20 20 20 20 5;559
greenfish990;33;338;338;0;10 years 8 month 20 days;128;3.90625;180;0 0 0 0 20 20 9 20 20 20 20 20 20 20 20 1 20 20 20 20 20 20 20 15 20 20 20 20 20 20 20 20 19;1059
brownladybug662;16;262;262;0;11 years 9 month 7 days;141;3.5460992907801416;101;0 0 20 20 20 20 20 14 20 20 20 20 20 20 20 8;581
goldendog643;19;246;246;0;8 years 9 month 18 days;105;4.761904761904762;94;0 0 0 20 20 20 9 20 20 20 20 20 20 20 20 20 20 20 18;490
bigmouse445;21;356;356;0;10 years 0 month 23 days;120;4.166666666666667;113;0 0 20 20 20 20 20 20 20 20 20 13 20 20 20 20 20 20 20 20 3;707
silverfish111;22;398;398;0;9 years 5 month 8 days;113;4.424778761061947;92;0 0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 18;593
orangepanda703;36;367;367;0;9 years 1 month 5 days;109;4.587155963302752;156;0 0 0 0 20 17 20 20 20 20 20 20 20 20 13 20 20 20 20 20 20 20 20 20 20 1 20 20 20 20 20 20 20 20 20 13;933
silverduck230;14;243;243;0;9 years 10 month 10 days;118;4.237288135593221;62;0 20 20 20 20 20 20 20 20 20 20 20 20 3;404
heavypanda284;18;302;302;0;10 years 2 month 22 days;122;4.098360655737705;104;0 0 20 20 20 20 20 20 20 17 20 20 20 20 20 20 20 5;610
bluepanda348;19;231;231;0;9 years 2 month 23 days;110;4.545454545454546;101;0 0 0 20 20 14 20 20 20 20 20 2 20 20 20 20 20 20 12;502
happyrabbit304;19;226;226;0;14 years 4 month 11 days;172;2.9069767441860463;137;0 0 0 20 20 20 2 20 20 20 20 20 6 20 20 20 20 20 1;683
angrybird714;18;285;285;0;24 years 0 month 2 days;288;1.7361111111111112;202;0 0 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 2;1114
crazyrabbit900;19;238;238;0;11 years 7 month 1 days;139;3.597122302158273;140;0 0 0 20 20 20 8 20 20 20 20 20 15 20 20 20 20 20 9;725
blueduck251;25;329;329;0;8 years 9 month 25 days;105;4.761904761904762;92;0 0 0 20 20 20 20 7 20 20 20 20 20 20 20 17 20 20 20 20 20 20 20 20 5;527
yellowladybug376;17;272;272;0;9 years 9 month 25 days;117;4.273504273504273;99;0 0 20 20 20 20 20 20 3 20 20 20 20 20 20 20 9;583
brownbutterfly670;23;304;304;0;10 years 10 month 5 days;130;3.8461538461538463;139;0 0 0 20 20 20 13 20 20 20 20 20 20 20 18 20 20 20 20 20 20 20 10;812
greenmouse634;18;301;301;0;13 years 2 month 15 days;158;3.1645569620253164;121;0 0 20 20 20 20 20 20 20 9 20 20 20 20 20 20 20 12;711
browngoose913;28;271;271;0;10 years 4 month 22 days;124;4.032258064516129;187;0 0 0 0 20 10 20 20 20 20 20 20 9 20 20 20 20 20 20 17 20 20 20 20 20 20 20 8;1009
redpanda250;17;269;269;0;8 years 2 month 5 days;98;5.1020408163265305;77;0 0 20 20 20 20 20 20 20 1 20 20 20 20 20 20 8;428
heavypeacock700;21;265;265;0;10 years 6 month 19 days;126;3.9682539682539684;129;0 0 0 20 20 20 7 20 20 20 20 20 20 8 20 20 20 20 20 20 7;681
crazyelephant344;15;242;242;0;11 years 1 month 2 days;133;3.7593984962406015;96;0 0 20 20 20 20 20 8 20 20 20 20 20 20 14;531
blackmeercat443;25;322;322;0;9 years 2 month 20 days;110;4.545454545454546;108;0 0 0 20 20 20 10 20 20 20 20 20 20 20 20 9 20 20 20 20 20 20 20 20 18;626
angryfish290;26;342;342;0;8 years 10 month 6 days;106;4.716981132075472;102;0 0 0 20 20 20 18 20 20 20 20 20 20 20 20 20 3 20 20 20 20 20 20 20 20 13;595
lazywolf942;25;323;323;0;13 years 11 month 18 days;167;2.9940119760479043;158;0 0 0 20 20 20 3 20 20 20 20 20 20 20 20 17 20 20 20 20 20 20 20 20 6;889
browncat621;18;325;325;0;9 years 0 month 7 days;108;4.62962962962963;69;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 5;492
smallcat901;26;351;351;0;10 years 1 month 2 days;121;4.132231404958677;135;0 0 0 20 20 20 20 15 20 20 20 20 20 20 20 20 12 20 20 20 20 20 20 20 20 5;790
purpleduck957;14;218;218;0;9 years 4 month 2 days;112;4.464285714285714;75;0 0 20 20 20 20 20 5 20 20 20 20 20 13;371
heavylion805;18;303;303;0;13 years 1 month 0 days;157;3.1847133757961785;122;0 0 20 20 20 20 20 20 20 16 20 20 20 20 20 20 20 7;694
crazyswan328;20;338;338;0;9 years 6 month 3 days;114;4.385964912280702;87;0 0 20 20 20 20 20 20 20 20 11 20 20 20 20 20 20 20 20 7;503
angrygoose502;20;343;343;0;9 years 9 month 0 days;117;4.273504273504273;88;0 0 20 20 20 20 20 20 20 20 11 20 20 20 20 20 20 20 20 12;543
blackgorilla896;15;245;245;0;10 years 5 month 6 days;125;4.0;93;0 0 20 20 20 20 20 20 6 20 20 20 20 20 19;514
angryduck379;28;278;278;0;10 years 2 month 27 days;122;4.098360655737705;163;0 0 0 0 20 15 20 20 20 20 20 20 20 3 20 20 20 20 20 20 13 20 20 20 20 20 20 17;893
organicfish516;25;338;338;0;10 years 11 month 16 days;131;3.816793893129771;145;0 0 0 20 20 20 20 12 20 20 20 20 20 20 20 14 20 20 20 20 20 20 20 20 7;826
browntiger337;24;419;419;0;8 years 7 month 27 days;103;4.854368932038835;89;0 0 20 20 20 20 20 20 20 20 20 20 20 1 20 20 20 20 20 20 20 20 20 18;582
crazygorilla415;29;293;293;0;10 years 5 month 2 days;125;4.0;162;0 0 0 0 20 8 20 20 20 20 20 20 20 15 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20;926
crazypanda434;24;335;335;0;13 years 1 month 23 days;157;3.1847133757961785;156;0 0 0 20 20 20 20 11 20 20 20 20 20 20 20 14 20 20 20 20 20 20 20 19;914
redbutterfly432;16;266;266;0;15 years 1 month 27 days;181;2.7624309392265194;137;0 0 20 20 20 20 20 20 9 20 20 20 20 20 20 17;794
crazykoala489;21;252;252;0;10 years 3 month 25 days;123;4.065040650406504;133;0 0 0 20 20 20 1 20 20 20 20 20 20 11 20 20 20 20 20 20 7;702
smallrabbit130;23;288;288;0;9 years 11 month 26 days;119;4.201680672268908;132;0 0 0 20 20 20 17 20 20 20 20 20 20 20 6 20 20 20 20 20 20 20 2;737
goldendog150;23;293;293;0;9 years 5 month 16 days;113;4.424778761061947;102;0 0 0 20 20 20 14 20 20 20 20 20 20 20 9 20 20 20 20 20 20 20 12;560
ticklishbear304;17;290;290;0;12 years 0 month 6 days;144;3.4722222222222223;109;0 0 20 20 20 20 20 20 20 19 20 20 20 20 20 20 11;639
happybird805;20;245;245;0;11 years 0 month 14 days;132;3.787878787878788;131;0 0 0 20 20 20 1 20 20 20 20 20 20 20 20 20 20 20 20 2;670
happywolf792;20;374;374;0;8 years 6 month 6 days;102;4.901960784313726;78;0 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 14;584
bigkoala758;22;287;287;0;13 years 10 month 19 days;166;3.0120481927710845;143;0 0 0 20 20 20 20 4 20 20 20 20 20 20 14 20 20 20 20 20 20 13;761
sadbutterfly927;25;239;239;0;12 years 2 month 21 days;146;3.4246575342465753;162;0 0 0 0 20 12 20 20 20 20 20 10 20 20 20 20 20 20 10 20 20 20 20 20 18;847
